City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,kargasok,59.0556,80.8572,14.13,95,100,4.86,RU,1724677684
272,vila velha,-20.3297,-40.2925,22.97,78,40,8.94,BR,1724677927
273,thunder bay,48.4001,-89.3168,22.64,87,82,1.42,CA,1724677928
274,nicoya,10.1483,-85.452,24.45,93,98,0.48,CR,1724677930
275,nieves,15.3274,120.9485,26.22,87,100,0.51,PH,1724677931
276,natal,-5.795,-35.2094,28.36,61,75,5.66,BR,1724677658
277,chul'man,56.8479,124.9104,10.5,89,14,0.56,RU,1724677934
278,san pedro pochutla,15.7333,-96.4667,24.84,82,91,1.67,MX,1724677935
279,fale old settlement,-9.3852,-171.2468,28.24,73,100,7.87,TK,1724677937
280,saudarkrokur,65.7461,-19.6394,9.21,67,79,1.24,IS,1724677938
281,sao joao da barra,-21.6403,-41.0511,16.05,87,100,7.72,BR,1724677940
282,galle,6.0367,80.217,29.4,79,99,4.81,LK,1724677941
283,cabugao,17.7931,120.4578,29.38,83,100,1.42,PH,1724677943
284,baise city,23.8997,106.6133,25.74,90,0,0.52,CN,1724677944
285,east london,-33.0153,27.9116,25.52,31,0,3.09,ZA,1724677945
286,fortuna,40.5982,-124.1573,11.31,98,0,3.6,US,1724677947
287,maintirano,-18.0667,44.0167,25.82,62,9,4.42,MG,1724677948
288,rouyn-noranda,48.2398,-79.0288,20.05,88,40,2.06,CA,1724677949
289,van wert,40.8695,-84.5841,24.99,81,0,0.89,US,1724677951
290,kuching,1.55,110.3333,24.12,94,40,0.51,MY,1724677723
291,nema,57.5067,50.5011,24.13,44,55,2.09,RU,1724677699
292,eyl,7.9803,49.8164,32.98,47,78,10.17,SO,1724677955
293,penhalonga,-18.8911,32.6978,24.84,15,4,3.45,ZW,1724677956
294,mingyue,43.1069,128.9217,15.59,87,49,1.28,CN,1724677958
295,saacow,1.6279,42.4407,30.28,53,100,6.7,SO,1724677959
296,oranjemund,-28.55,16.4333,17.1,47,0,3.7,NA,1724677960
297,rongelap,11.1635,166.8941,28.56,83,79,9.07,MH,1724677962
298,usinsk,65.9939,57.5281,21.03,49,4,6.55,RU,1724677823
299,viedma,-40.8135,-62.9967,9.52,49,95,9.72,AR,1724677316
300,dodge city,37.7528,-100.0171,22.14,73,0,3.09,US,1724677966
301,suntar,62.1444,117.6319,11.75,72,97,1.67,RU,1724677967
302,hovd,48.0056,91.6419,20.66,32,100,0.95,MN,1724677909
303,kharp,66.8014,65.8081,18.83,63,0,3.97,RU,1724677970
304,kolonia town,6.964,158.206,26.0,94,20,0.0,FM,1724677971
305,takoradi,4.8845,-1.7554,25.68,81,100,5.1,GH,1724677900
306,flying fish cove,-10.4217,105.6791,24.82,88,100,5.66,CX,1724677974
307,aitape,-3.1374,142.3475,25.71,91,100,3.49,PG,1724677975
308,weno,7.4515,151.8468,29.0,74,12,3.88,FM,1724677977
309,yuxia,34.0615,108.6291,27.61,58,78,3.68,CN,1724677979
310,tambopata,-12.7333,-69.1833,17.94,55,0,1.54,PE,1724677981
311,ylitornio,66.3089,23.6773,15.84,70,40,7.18,FI,1724677982
312,pangody,65.85,74.4859,19.53,55,20,4.01,RU,1724677983
313,souillac,-20.5167,57.5167,22.21,64,75,7.72,MU,1724677985
314,maceio,-9.6658,-35.7353,27.69,65,75,5.66,BR,1724677986
315,mossel bay,-34.1831,22.146,24.96,49,100,9.66,ZA,1724677988
316,hami,42.8,93.45,32.11,24,100,2.69,CN,1724677989
317,vorgashor,67.5833,63.95,18.98,56,56,5.09,RU,1724677748
318,ndibene dahra,15.3338,-15.4766,32.2,56,54,3.95,SN,1724677992
319,krasnoturansk,54.3186,91.5639,14.23,69,14,3.08,RU,1724677993
320,hailar,49.2,119.7,15.79,68,0,2.73,CN,1724677994
321,bambamarca,-6.6833,-78.5333,12.29,85,87,1.76,PE,1724677996
322,burang,30.25,81.1667,9.34,79,100,2.11,CN,1724677997
323,harper,4.375,-7.7169,25.65,78,90,4.43,LR,1724678000
324,rikaze,29.25,88.8833,13.67,58,99,4.46,CN,1724678001
325,kayangel,8.0823,134.7173,29.3,71,0,1.75,PW,1724678003
326,safi,32.1667,-8.8333,35.04,21,0,4.85,MA,1724678004
327,bikenibeu village,1.3673,173.1241,27.98,89,20,1.03,KI,1724678005
328,alofi,-19.0595,-169.9187,23.94,94,100,2.06,NU,1724678007
329,shinkafi,13.0753,6.5105,26.92,77,100,6.25,NG,1724678008
330,onega,63.9061,38.1404,19.26,49,0,2.87,RU,1724678009
331,tarko-sale,64.9225,77.785,19.17,56,17,5.01,RU,1724678011
332,saint albans,51.75,-0.3333,23.51,55,2,5.58,GB,1724677954
333,orcopampa,-15.2661,-72.3417,9.99,40,2,1.37,PE,1724678013
334,fuyu,45.1833,124.8167,17.43,85,0,2.48,CN,1724678015
335,newman,37.3138,-121.0208,16.83,78,10,1.34,US,1724678016
336,itapirapua,-15.8233,-50.6133,23.66,25,0,4.94,BR,1724678018
337,princeville,45.7668,-61.2985,20.94,89,75,2.57,CA,1724678019
338,stow,41.1595,-81.4404,25.07,84,40,2.06,US,1724678020
339,tsiombe,-25.3,45.4833,28.7,28,0,2.6,MG,1724678022
340,patong,7.8961,98.2966,27.79,92,100,5.99,TH,1724678023
341,podporozh'ye,60.9112,34.1706,22.09,37,0,4.29,RU,1724677778
342,nogliki,51.8333,143.1667,14.24,82,100,1.62,RU,1724678026
343,machico,32.7,-16.7667,26.51,64,40,9.26,PT,1724678027
344,port lavaca,28.615,-96.6261,26.84,89,100,4.4,US,1724678030
345,mawu,29.5923,107.3139,26.22,71,99,1.38,CN,1724678031
346,oamaru,-45.0784,170.9801,8.54,95,100,6.88,NZ,1724678033
347,superior,46.7208,-92.1041,23.54,91,100,0.0,US,1724678034
348,orchard homes,46.8633,-114.0484,8.25,86,0,1.54,US,1724678035
349,kuala belait,4.5833,114.1833,26.06,87,100,2.28,BN,1724678037
350,bandarbeyla,9.4942,50.8122,29.62,59,32,12.12,SO,1724678038
351,yengema,8.7167,-11.1667,27.13,68,88,1.26,SL,1724678039
352,yerofey pavlovich,53.9667,121.9667,12.51,83,69,1.55,RU,1724678041
353,kerikeri,-35.2268,173.9474,11.99,97,21,1.63,NZ,1724678043
354,boa vista,2.8197,-60.6733,28.99,65,0,4.12,BR,1724678045
355,cill airne,52.05,-9.5167,17.03,82,75,7.72,IE,1724678046
356,argo,37.6333,22.7333,32.66,27,0,9.08,GR,1724678047
357,labrador city,52.9463,-66.9114,18.95,72,20,1.03,CA,1724678049
358,crane,31.3974,-102.3501,24.16,68,6,4.43,US,1724677802
359,broome,42.2506,-75.833,20.09,92,0,0.0,US,1724678051
360,phek,25.6667,94.5,20.57,98,32,0.91,IN,1724678053
361,hadibu,12.65,54.0333,30.23,59,100,7.18,YE,1724678054
362,maues,-3.3836,-57.7186,31.92,41,27,2.01,BR,1724678056
363,sitangkai,4.6628,119.3928,28.87,73,62,3.33,PH,1724678057
364,malyye derbety,47.9547,44.6808,32.46,25,88,4.25,RU,1724678058
365,cuatro cienegas de carranza,26.9833,-102.0833,23.35,69,0,1.44,MX,1724678060
366,queenstown,-31.8976,26.8753,24.6,10,92,12.91,ZA,1724678061
367,homer,59.6425,-151.5483,7.65,93,0,2.06,US,1724678062
368,malvan,16.0667,73.4667,27.06,86,100,8.6,IN,1724678064
369,shingu,33.7333,135.9833,26.35,92,100,3.48,JP,1724677902
370,vredendal,-31.6683,18.5012,18.17,63,91,8.04,ZA,1724678068
371,mchinji,-13.7984,32.8802,27.6,16,39,3.36,MW,1724678069
372,chengde,40.9725,117.9361,17.96,93,0,1.0,CN,1724678071
373,castanos,26.7833,-101.4167,25.51,66,0,2.22,MX,1724678027
374,i-n-salah,27.1935,2.4607,42.55,11,4,3.62,DZ,1724678073
375,mount isa,-20.7333,139.5,25.87,25,0,4.63,AU,1724678076
376,ierapetra,35.01,25.7353,28.04,59,5,2.54,GR,1724677870
377,paredon,16.0333,-93.8667,26.84,77,100,2.29,MX,1724678079
378,dostpur,26.2833,82.4667,29.41,73,12,3.26,IN,1724678080
379,naberera,-4.2,36.9333,25.57,35,99,5.43,TZ,1724678081
380,laguna,38.421,-121.4238,17.08,72,0,0.0,US,1724678083
381,qaisumah,28.3112,46.1273,46.98,11,20,4.12,SA,1724678084
382,nishinoomote,30.7333,131.0,28.88,80,99,9.88,JP,1724677909
383,minas de marcona,-15.2119,-75.1103,11.66,76,32,5.43,PE,1724678087
384,ujae,8.9322,165.7642,28.64,81,100,5.77,MH,1724678088
385,ola,59.5833,151.2833,10.47,94,100,4.04,RU,1724678090
386,mana,5.6592,-53.7767,28.49,67,98,3.2,GF,1724678091
387,chifeng,42.2683,118.9636,19.36,61,0,1.78,CN,1724678092
388,qarqin,37.4185,66.0436,37.06,9,0,5.69,AF,1724678095
389,chinde,26.8418,88.0763,20.33,92,92,0.96,NP,1724678097
390,bandon,51.7469,-8.7425,15.81,74,100,7.49,IE,1724678098
391,altai,46.3722,96.2583,17.58,54,0,3.84,MN,1724678099
392,lobva,59.1854,60.5185,20.59,62,66,0.57,RU,1724678101
393,fernie,49.5,-115.0687,5.38,94,99,0.76,CA,1724678102
394,benguela,-12.5763,13.4055,23.75,69,31,4.8,AO,1724678104
395,katsuren-haebaru,26.3369,127.8719,29.43,86,0,3.09,JP,1724678105
396,katsuura,35.1333,140.3,27.32,85,100,5.83,JP,1724678107
397,turtas,58.9417,69.1325,16.19,69,100,1.78,RU,1724678108
398,la paz,-16.5,-68.15,11.43,65,20,1.03,BO,1724678109
399,aoulef,26.9667,1.0833,42.62,10,5,3.58,DZ,1724678112
400,karkira,36.9292,6.5856,31.52,49,1,4.54,DZ,1724678113
401,qamdo,31.1667,97.2333,11.96,51,12,3.58,CN,1724678115
402,tongliao,43.6125,122.2653,19.59,71,0,1.03,CN,1724678116
403,lyudinovo,53.8664,34.4478,28.79,35,0,2.24,RU,1724678117
404,bridgewater,44.3835,-64.5155,18.71,82,100,1.54,CA,1724678119
405,changji,44.0167,87.3167,26.44,41,7,4.0,CN,1724678120
406,mutoko,-17.397,32.2268,26.69,11,6,3.25,ZW,1724678122
407,kenora,49.8167,-94.4337,19.54,82,40,3.6,CA,1724678086
408,al muwayh,22.4333,41.7583,39.62,16,89,10.59,SA,1724678124
409,as suwayrah,32.9256,44.7758,45.68,11,0,6.86,IQ,1724678126
410,chui,-33.6971,-53.4616,12.77,69,4,3.71,UY,1724678127
411,nadi,-17.8,177.4167,21.0,88,20,2.57,FJ,1724678128
412,wewak,-3.5534,143.6268,26.59,86,100,3.86,PG,1724678132
413,cimarron hills,38.8586,-104.6989,17.1,70,75,3.09,US,1724678135
414,asha,54.9973,57.2722,17.77,86,0,2.43,RU,1724678136
415,sidi khaled,34.387,4.9879,38.81,17,0,2.53,DZ,1724678138
416,geraldton,-28.7667,114.6,17.23,77,100,4.63,AU,1724678139
417,andergrove,-21.0833,149.1833,18.69,85,5,2.15,AU,1724678140
418,mikhaylovka,50.06,43.2379,30.44,23,0,4.58,RU,1724678142
419,moranbah,-22.0016,148.0466,18.81,60,87,3.91,AU,1724678143
420,lolodorf,3.2333,10.7333,25.39,87,91,2.57,CM,1724678144
421,popondetta,-8.7537,148.2534,22.11,96,100,0.95,PG,1724678146
422,revda,56.801,59.9303,17.78,78,16,1.86,RU,1724678148
423,portland,45.5234,-122.6762,14.21,92,20,0.45,US,1724678150
424,korla,41.7597,86.1469,32.49,20,2,4.53,CN,1724678151
425,kinkala,-4.3614,14.7644,35.68,24,40,3.38,CG,1724678152
426,mikkeli,61.6886,27.2723,20.08,42,0,6.17,FI,1724678154
427,outjo,-20.1167,16.15,30.95,8,0,1.97,NA,1724678155
428,concepcion,-36.827,-73.0498,10.89,82,75,5.14,CL,1724678156
429,al ghayzah,16.2079,52.176,29.93,65,16,5.24,YE,1724678158
430,smidovich,48.6,133.8167,16.02,93,54,2.02,RU,1724678159
431,kuusamo,65.9667,29.1833,18.02,55,40,7.72,FI,1724677869
432,palu,-0.8917,119.8707,24.83,99,53,0.89,ID,1724678162
433,opuwo,-18.0607,13.84,32.08,7,19,3.44,NA,1724678163
434,lammi,61.0833,25.0167,20.01,37,51,5.5,FI,1724678165
435,cova figueira,14.8905,-24.2934,20.28,73,27,2.92,CV,1724678166
436,yaren,-0.5472,166.916,28.26,74,100,2.43,NR,1724678167
437,villa ojo de agua,-29.5,-63.6938,9.76,42,0,7.29,AR,1724678170
438,meximieux,45.9084,5.1953,24.81,44,22,5.73,FR,1724678171
439,margate,51.3813,1.3862,21.73,66,90,0.89,GB,1724678173
440,turki,51.987,43.2731,29.27,30,0,4.72,RU,1724678174
441,jilib,0.4883,42.7854,28.75,63,100,5.13,SO,1724678175
442,tidjikja,18.5564,-11.4271,34.54,39,18,1.67,MR,1724678177
443,chyorny yar,48.0624,46.1091,33.03,19,0,4.29,RU,1724678178
444,lupane,-18.9315,27.807,32.29,12,4,1.7,ZW,1724678179
445,chibougamau,49.9168,-74.3659,14.79,100,100,2.06,CA,1724678181
446,zavetnoye,47.1194,43.8903,31.16,19,100,5.59,RU,1724678182
447,cacu,-18.5567,-51.1308,17.64,23,0,3.29,BR,1724678184
448,carnarvon,-24.8667,113.6333,20.08,76,63,6.37,AU,1724678185
449,bandar abbas,27.1865,56.2808,38.99,50,0,5.14,IR,1724678186
450,hilo,19.7297,-155.09,22.01,99,100,3.6,US,1724678190
451,astorga,-23.2325,-51.6656,9.13,28,0,3.64,BR,1724678191
452,puerto penasco,31.3167,-113.5333,29.95,80,0,0.62,MX,1724678192
453,okhotsk,59.3833,143.3,13.12,94,100,3.35,RU,1724678194
454,shizuishan,39.2333,106.7694,23.4,40,5,2.49,CN,1724678195
455,veraval,20.9,70.3667,27.16,86,100,8.91,IN,1724678196
456,cabo san lucas,22.8909,-109.9124,28.2,52,28,4.22,MX,1724678198
457,dunedin,-45.8742,170.5036,8.22,99,100,3.13,NZ,1724678199
458,hue,16.4667,107.6,30.06,79,40,2.06,VN,1724678061
459,colonia,50.9333,6.95,23.86,51,0,2.06,DE,1724678168
460,barra de santo antonio,-9.4047,-35.5072,27.6,62,81,4.98,BR,1724678203
461,tadine,-21.55,167.8833,21.37,71,100,6.6,NC,1724678204
462,massenya,11.4039,16.1705,29.47,65,100,2.46,TD,1724678206
463,parnarama,-5.6817,-43.0933,34.81,27,7,2.53,BR,1724678207
464,djibo,14.1022,-1.6306,35.59,40,71,7.87,BF,1724678209
465,san juanito,28.0,-107.5833,14.01,82,100,1.1,MX,1724678210
466,christchurch,-43.5333,172.6333,9.41,95,100,5.14,NZ,1724678036
467,cheney,47.4874,-117.5758,10.19,81,0,1.54,US,1724678213
468,yandev,7.3667,9.05,24.38,88,95,4.13,NG,1724678214
469,jijel,36.8205,5.7667,29.97,62,20,4.12,DZ,1724678083
470,adam,22.3756,57.5233,42.95,12,100,4.73,OM,1724678217
471,akureyri,65.6835,-18.0878,10.96,58,20,1.03,IS,1724678136
472,bamboo flat,11.7,92.7167,28.05,89,100,3.09,IN,1724678219
473,labytnangi,66.6572,66.4183,20.73,57,0,4.15,RU,1724678221
474,saint-pierre,-21.3393,55.4781,21.82,53,100,8.75,RE,1724678222
475,vodnyy,63.5046,53.4095,23.07,40,89,2.99,RU,1724678223
476,qujing,25.4833,103.7833,17.34,91,41,1.24,CN,1724678225
477,toamasina,-18.1667,49.3833,21.0,94,75,2.57,MG,1724678226
478,acapulco de juarez,16.8634,-99.8901,26.9,83,75,1.03,MX,1724678227
479,tommot,58.9564,126.2925,14.17,79,100,0.38,RU,1724678020
480,contes,43.8128,7.3144,30.4,68,20,2.57,FR,1724678230
481,tarawa,1.419,172.984,28.05,89,20,1.03,KI,1724678233
482,urengoy,65.9667,78.3667,18.88,61,18,4.35,RU,1724678234
483,nguigmi,14.2495,13.1092,31.78,50,69,3.8,NE,1724678235
484,mujiayingzi,42.1167,118.7833,17.54,65,0,0.57,CN,1724678237
485,najran,17.4924,44.1277,36.36,24,100,5.26,SA,1724678238
486,palpa,-14.5336,-75.1856,21.53,46,7,1.76,PE,1724678239
487,moussoro,13.6408,16.4901,31.6,52,100,3.62,TD,1724678241
488,changyon,38.2508,125.0961,20.44,92,100,2.49,KP,1724678242
489,putla villa de guerrero,17.0333,-97.9333,20.76,91,88,2.03,MX,1724678243
490,yeosu,34.7546,127.6599,26.83,86,100,1.0,KR,1724678245
491,fuglafjordur,62.244,-6.814,12.26,73,32,1.95,FO,1724678246
492,krasnyy kut,50.95,46.9667,29.44,35,5,4.18,RU,1724678248
493,sao jose da coroa grande,-8.8978,-35.1478,26.56,57,47,5.61,BR,1724678249
494,cedeira,43.6797,-8.0209,25.55,66,10,9.92,ES,1724678250
495,antonio enes,-16.2325,39.9086,26.79,59,14,3.9,MZ,1724678252
496,guelma,36.4621,7.4261,35.65,26,0,5.23,DZ,1724678253
497,ad dawadimi,24.5077,44.3924,41.64,9,31,6.49,SA,1724678254
498,woods creek,47.8787,-121.8985,12.99,93,100,1.12,US,1724678256
499,moose jaw,50.4001,-105.5344,9.15,93,20,1.54,CA,1724677958
500,horta,38.5333,-28.6333,26.8,88,20,6.17,PT,1724678258
501,ndele,8.4109,20.6473,28.2,72,41,3.71,CF,1724678260
502,lubango,-14.9172,13.4925,28.37,8,51,3.47,AO,1724678261
503,dryden,49.7833,-92.7503,22.16,83,40,2.06,CA,1724678262
504,soio,-6.1349,12.3689,24.97,69,25,4.53,AO,1724678264
505,luwuk,-0.9516,122.7875,22.21,94,94,2.12,ID,1724678265
506,jining,35.405,116.5814,20.49,94,100,4.92,CN,1724678266
507,westport,41.1415,-73.3579,23.84,76,2,0.45,US,1724678268
508,ongjin,37.9347,125.3619,22.11,71,100,9.49,KP,1724678269
509,douz,33.4663,9.0203,38.63,17,91,2.65,TN,1724678270
510,bang saphan,11.2126,99.5117,25.99,85,98,3.06,TH,1724678272
511,raduzhny,62.0961,77.475,17.47,53,94,4.71,RU,1724678273
512,siwa oasis,29.2041,25.5195,37.56,20,0,5.46,EG,1724678275
513,kachkanar,58.7,59.4948,17.96,75,100,1.66,RU,1724678102
514,nabire,-3.3667,135.4833,25.43,89,100,0.5,ID,1724678277
515,kogalym,62.2654,74.4791,18.37,52,47,5.95,RU,1724678105
516,vilyuchinsk,52.9306,158.4028,11.15,73,100,4.11,RU,1724678280
517,crucecita,-28.95,-58.9833,11.94,56,0,3.84,AR,1724678281
518,nybro,56.7446,15.9071,21.8,41,57,5.8,SE,1724677846
519,fomboni,-12.28,43.7425,24.55,75,33,7.38,KM,1724678284
520,quellon,-43.1167,-73.6167,7.01,85,75,3.48,CL,1724678285
521,ciudad guayana,8.3533,-62.6528,29.72,66,5,1.06,VE,1724678287
522,kushiro,42.975,144.3747,19.53,100,100,0.51,JP,1724678288
523,karema,-6.8205,30.4389,28.06,40,4,4.52,TZ,1724678289
524,smara,26.7384,-11.6719,36.9,22,95,2.27,EH,1724678291
525,hafnarfjordur,64.0671,-21.9377,13.93,58,0,1.54,IS,1724678292
526,hojai,26.0,92.8667,28.2,82,21,0.96,IN,1724678294
527,saurimo,-9.6608,20.3916,34.01,10,5,2.86,AO,1724678295
528,zambezi,-13.5432,23.1047,32.65,9,4,3.49,ZM,1724678296
529,duku,11.2361,4.9073,24.5,91,100,3.41,NG,1724678298
530,mirpur sakro,24.5474,67.6277,30.14,70,100,9.73,PK,1724678300
531,karachi,24.9056,67.0822,31.9,58,75,8.75,PK,1724677951
532,remire-montjoly,4.9167,-52.2667,30.02,74,75,2.57,GF,1724678303
533,sevastopol,44.6,33.5333,30.56,30,0,4.02,UA,1724678115
534,dwarka,22.2394,68.9678,27.66,83,100,9.95,IN,1724678307
535,acarau,-2.8856,-40.12,30.26,51,62,4.8,BR,1724678308
536,kodinsk,58.6881,99.1844,13.42,95,60,4.59,RU,1724678310
537,paramaribo,5.8667,-55.1667,29.95,70,20,2.06,SR,1724678311
538,genhe,50.7833,121.5167,11.21,93,5,0.26,CN,1724678312
539,chalatenango,14.0333,-88.9333,24.42,95,74,0.45,SV,1724678314
540,sambava,-14.2667,50.1667,24.0,66,39,7.9,MG,1724678315
541,taltal,-25.4,-70.4833,15.48,67,0,1.51,CL,1724678316
542,sathupalli,17.2497,80.869,27.35,78,99,1.88,IN,1724678322
543,kapa'a,22.0752,-159.319,26.18,75,100,9.26,US,1724678323
544,el granada,37.5027,-122.4694,17.11,80,20,1.54,US,1724678325
545,midland,31.9974,-102.0779,25.37,56,0,3.6,US,1724678329
